Framework,Source_File,Source_Line,Source_Snippet,Sink_File,Sink_Line,Sink_Snippet,Guards_Hit,Guards_Files,Sink_API
CodeIgniter,,,,system/helpers/html_helper.php,199,"					$img .= ' src=""'.get_instance()->config->site_url($v).'""';",0,,get_instance
CodeIgniter,,,,system/helpers/html_helper.php,291,"						$link .= 'href=""'.$CI->config->site_url($v).'"" ';",0,,>site_url
CodeIgniter,,,,system/helpers/html_helper.php,312,"				$link .= 'href=""'.$CI->config->site_url($href).'"" ';",0,,>site_url
CodeIgniter,,,,system/helpers/url_helper.php,65,"	function site_url($uri = '', $protocol = NULL)",0,,site_url
CodeIgniter,,,,system/helpers/url_helper.php,67,"		return get_instance()->config->site_url($uri, $protocol);",0,,get_instance
CodeIgniter,,,,system/helpers/url_helper.php,107,		return $CI->config->site_url($CI->uri->uri_string());,0,,>site_url
CodeIgniter,,,,system/helpers/url_helper.php,164,			? site_url($uri),0,,site_url
CodeIgniter,,,,system/helpers/url_helper.php,165,"			: (preg_match('#^(\w+:)?//#i', $uri) ? $uri : site_url($uri));",0,,preg_match
CodeIgniter,,,,system/helpers/url_helper.php,199,"		$site_url = preg_match('#^(\w+:)?//#i', $uri) ? $uri : site_url($uri);",0,,preg_match
CodeIgniter,,,,system/helpers/url_helper.php,526,			$uri = site_url($uri);,0,,site_url
CodeIgniter,,,,system/helpers/form_helper.php,72,			$action = $CI->config->site_url($CI->uri->uri_string());,0,,>site_url
CodeIgniter,,,,system/helpers/form_helper.php,77,			$action = $CI->config->site_url($action);,0,,>site_url
CodeIgniter,,,,system/helpers/url_helper.php,522,"	function redirect($uri = '', $method = 'auto', $code = NULL)",0,,redirect
CodeIgniter,,,,system/core/Config.php,306,"	public function base_url($uri = '', $protocol = NULL)",0,,base_url
CodeIgniter,,,,system/core/Config.php,332,	 * @used-by	CI_Config::base_url(),0,,CI_Config::base_url
CodeIgniter,,,,system/core/Config.php,306,"	public function base_url($uri = '', $protocol = NULL)",0,,base_url
CodeIgniter,,,,system/core/Config.php,332,	 * @used-by	CI_Config::base_url(),0,,CI_Config::base_url
CodeIgniter,,,,system/helpers/html_helper.php,203,"					$img .= ' src=""'.get_instance()->config->base_url($v).'""';",0,,get_instance
CodeIgniter,,,,system/helpers/html_helper.php,295,"						$link .= 'href=""'.$CI->config->base_url($v).'"" ';",0,,>base_url
CodeIgniter,,,,system/helpers/html_helper.php,316,"				$link .= 'href=""'.$CI->config->base_url($href).'"" ';",0,,>base_url
CodeIgniter,,,,system/helpers/url_helper.php,86,"	function base_url($uri = '', $protocol = NULL)",0,,base_url
CodeIgniter,,,,system/helpers/url_helper.php,88,"		return get_instance()->config->base_url($uri, $protocol);",0,,get_instance
CodeIgniter,,,,system/helpers/form_helper.php,103,"		if ($CI->config->item('csrf_protection') === TRUE && strpos($action, $CI->config->base_url()) !== FALSE && ! stripos($form, 'method=""get""'))",0,,>item
CodeIgniter,,,,system/core/Config.php,243,"	public function site_url($uri = '', $protocol = NULL)",0,,site_url
CodeIgniter,,,,system/core/Config.php,331,	 * @used-by	CI_Config::site_url(),0,,CI_Config::site_url
CodeIgniter,,,,system/core/Config.php,243,"	public function site_url($uri = '', $protocol = NULL)",0,,site_url
CodeIgniter,,,,system/core/Config.php,331,	 * @used-by	CI_Config::site_url(),0,,CI_Config::site_url
CodeIgniter,,,,system/libraries/Calendar.php,164,			$this->next_prev_url = $this->CI->config->site_url($this->CI->router->class.'/'.$this->CI->router->method);,0,,>site_url
CodeIgniter,,,,system/helpers/html_helper.php,199,"					$img .= ' src=""'.get_instance()->config->site_url($v).'""';",0,,get_instance
CodeIgniter,,,,system/helpers/html_helper.php,291,"						$link .= 'href=""'.$CI->config->site_url($v).'"" ';",0,,>site_url
CodeIgniter,,,,system/helpers/html_helper.php,312,"				$link .= 'href=""'.$CI->config->site_url($href).'"" ';",0,,>site_url
CodeIgniter,,,,system/helpers/url_helper.php,65,"	function site_url($uri = '', $protocol = NULL)",0,,site_url
CodeIgniter,,,,system/helpers/url_helper.php,67,"		return get_instance()->config->site_url($uri, $protocol);",0,,get_instance
CodeIgniter,,,,system/helpers/url_helper.php,107,		return $CI->config->site_url($CI->uri->uri_string());,0,,>site_url
CodeIgniter,,,,system/helpers/url_helper.php,164,			? site_url($uri),0,,site_url
CodeIgniter,,,,system/helpers/url_helper.php,165,"			: (preg_match('#^(\w+:)?//#i', $uri) ? $uri : site_url($uri));",0,,preg_match
CodeIgniter,,,,system/helpers/url_helper.php,199,"		$site_url = preg_match('#^(\w+:)?//#i', $uri) ? $uri : site_url($uri);",0,,preg_match
CodeIgniter,,,,system/helpers/url_helper.php,526,			$uri = site_url($uri);,0,,site_url
CodeIgniter,,,,system/helpers/form_helper.php,72,			$action = $CI->config->site_url($CI->uri->uri_string());,0,,>site_url
CodeIgniter,,,,system/helpers/form_helper.php,77,			$action = $CI->config->site_url($action);,0,,>site_url
CodeIgniter,,,,system/helpers/url_helper.php,522,"	function redirect($uri = '', $method = 'auto', $code = NULL)",0,,redirect
Laravel,,,,config/mail.php,49,"            'local_domain' => env('MAIL_EHLO_DOMAIN', parse_url((string) env('APP_URL', 'http://localhost'), PHP_URL_HOST)),",3,config/app.php; config/filesystems.php; config/mail.php,env
Laravel,,,,config/mail.php,49,"            'local_domain' => env('MAIL_EHLO_DOMAIN', parse_url((string) env('APP_URL', 'http://localhost'), PHP_URL_HOST)),",3,config/app.php; config/filesystems.php; config/mail.php,env
Laravel,,,,resources/views/welcome.blade.php,28,"                            href=""{{ url('/dashboard') }}""",0,,url
Laravel,,,,resources/views/welcome.blade.php,35,"                            href=""{{ route('login') }}""",0,,route
Laravel,,,,resources/views/welcome.blade.php,43,"                                href=""{{ route('register') }}""",0,,route
Laravel,,,,config/mail.php,49,"            'local_domain' => env('MAIL_EHLO_DOMAIN', parse_url((string) env('APP_URL', 'http://localhost'), PHP_URL_HOST)),",3,config/app.php; config/filesystems.php; config/mail.php,env
Laravel,,,,config/mail.php,49,"            'local_domain' => env('MAIL_EHLO_DOMAIN', parse_url((string) env('APP_URL', 'http://localhost'), PHP_URL_HOST)),",3,config/app.php; config/filesystems.php; config/mail.php,env
Laravel,,,,resources/views/welcome.blade.php,28,"                            href=""{{ url('/dashboard') }}""",0,,url
Laravel,,,,resources/views/welcome.blade.php,35,"                            href=""{{ route('login') }}""",0,,route
Laravel,,,,resources/views/welcome.blade.php,43,"                                href=""{{ route('register') }}""",0,,route
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/AbstractController.php,140,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/AbstractController.php,140,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/ControllerHelper.php,133,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/ControllerHelper.php,133,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Controller/AbstractControllerTest.php,583,"        $this->assertEquals('/foo', $controller->generateUrl('foo'));",0,,>assertEquals
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Controller/AbstractControllerTest.php,583,"        $this->assertEquals('/foo', $controller->generateUrl('foo'));",0,,>assertEquals
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Controller/AbstractControllerTest.php,583,"        $this->assertEquals('/foo', $controller->generateUrl('foo'));",0,,>assertEquals
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,27,"        $errorUrl = $this->generateUrl('subrequest_fragment_error', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,27,"        $errorUrl = $this->generateUrl('subrequest_fragment_error', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,27,"        $errorUrl = $this->generateUrl('subrequest_fragment_error', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,28,"        $altUrl = $this->generateUrl('subrequest_fragment', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,28,"        $altUrl = $this->generateUrl('subrequest_fragment', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,28,"        $altUrl = $this->generateUrl('subrequest_fragment', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,46,        $content .= '--'.$this->generateUrl('subrequest_fragment');,0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,46,        $content .= '--'.$this->generateUrl('subrequest_fragment');,0,,>generateUrl
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,46,        $content .= '--'.$this->generateUrl('subrequest_fragment');,0,,>generateUrl
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/AbstractController.php,140,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/AbstractController.php,140,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/ControllerHelper.php,133,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Bundle/FrameworkBundle/Controller/RedirectController.php,164,        $url = $scheme.'://'.$request->getHost().$port.$request->getBaseUrl().$path.$qs;,src/Symfony/Bundle/FrameworkBundle/Controller/ControllerHelper.php,133,"        return $this->redirect($this->generateUrl($route, $parameters), $status);",0,,>redirect
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Controller/AbstractControllerTest.php,583,"        $this->assertEquals('/foo', $controller->generateUrl('foo'));",0,,>assertEquals
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Controller/AbstractControllerTest.php,583,"        $this->assertEquals('/foo', $controller->generateUrl('foo'));",0,,>assertEquals
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Controller/AbstractControllerTest.php,583,"        $this->assertEquals('/foo', $controller->generateUrl('foo'));",0,,>assertEquals
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,27,"        $errorUrl = $this->generateUrl('subrequest_fragment_error', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,27,"        $errorUrl = $this->generateUrl('subrequest_fragment_error', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,27,"        $errorUrl = $this->generateUrl('subrequest_fragment_error', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,28,"        $altUrl = $this->generateUrl('subrequest_fragment', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,28,"        $altUrl = $this->generateUrl('subrequest_fragment', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,28,"        $altUrl = $this->generateUrl('subrequest_fragment', ['_locale' => 'fr', '_format' => 'json']);",0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,46,        $content .= '--'.$this->generateUrl('subrequest_fragment');,0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,46,        $content .= '--'.$this->generateUrl('subrequest_fragment');,0,,>generateUrl
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Bundle/FrameworkBundle/Tests/Functional/Bundle/TestBundle/Controller/SubRequestController.php,46,        $content .= '--'.$this->generateUrl('subrequest_fragment');,0,,>generateUrl
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,58,"        $absoluteUrlWithParameter = $projectUrlGenerator->generate('Test', ['foo' => 'bar'], UrlGeneratorInterface::ABSOLUTE_URL);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,58,"        $absoluteUrlWithParameter = $projectUrlGenerator->generate('Test', ['foo' => 'bar'], UrlGeneratorInterface::ABSOLUTE_URL);",0,,>generate
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,58,"        $absoluteUrlWithParameter = $projectUrlGenerator->generate('Test', ['foo' => 'bar'], UrlGeneratorInterface::ABSOLUTE_URL);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,59,"        $absoluteUrlWithoutParameter = $projectUrlGenerator->generate('Test2', [], UrlGeneratorInterface::ABSOLUTE_URL);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,59,"        $absoluteUrlWithoutParameter = $projectUrlGenerator->generate('Test2', [], UrlGeneratorInterface::ABSOLUTE_URL);",0,,>generate
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,59,"        $absoluteUrlWithoutParameter = $projectUrlGenerator->generate('Test2', [], UrlGeneratorInterface::ABSOLUTE_URL);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,60,"        $relativeUrlWithParameter = $projectUrlGenerator->generate('Test', ['foo' => 'bar'], UrlGeneratorInterface::ABSOLUTE_PATH);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,60,"        $relativeUrlWithParameter = $projectUrlGenerator->generate('Test', ['foo' => 'bar'], UrlGeneratorInterface::ABSOLUTE_PATH);",0,,>generate
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,60,"        $relativeUrlWithParameter = $projectUrlGenerator->generate('Test', ['foo' => 'bar'], UrlGeneratorInterface::ABSOLUTE_PATH);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,61,"        $relativeUrlWithoutParameter = $projectUrlGenerator->generate('Test2', [], UrlGeneratorInterface::ABSOLUTE_PATH);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,61,"        $relativeUrlWithoutParameter = $projectUrlGenerator->generate('Test2', [], UrlGeneratorInterface::ABSOLUTE_PATH);",0,,>generate
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,61,"        $relativeUrlWithoutParameter = $projectUrlGenerator->generate('Test2', [], UrlGeneratorInterface::ABSOLUTE_PATH);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,81,        $urlWithDefaultLocale = $projectUrlGenerator->generate('test');,0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,81,        $urlWithDefaultLocale = $projectUrlGenerator->generate('test');,0,,>generate
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,81,        $urlWithDefaultLocale = $projectUrlGenerator->generate('test');,0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,82,"        $urlWithSpecifiedLocale = $projectUrlGenerator->generate('test', ['_locale' => 'nl']);",0,,>generate
Symfony,src/Symfony/Component/HttpFoundation/Session/Storage/NativeSessionStorage.php,73,"     * trans_sid_hosts, $_SERVER['HTTP_HOST'] (deprecated since Symfony 7.2, to be removed in Symfony 8.0)",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,82,"        $urlWithSpecifiedLocale = $projectUrlGenerator->generate('test', ['_locale' => 'nl']);",0,,>generate
Symfony,src/Symfony/Bridge/PsrHttpMessage/Tests/Functional/CovertTest.php,57,"            $this->assertEquals($request->getHost(), $finalRequest->getHost());",src/Symfony/Component/Routing/Tests/Generator/Dumper/CompiledUrlGeneratorDumperTest.php,82,"        $urlWithSpecifiedLocale = $projectUrlGenerator->generate('test', ['_locale' => 'nl']);",0,,>generate
