API Function,Risk Level,Usage Count,Risk Scenario,Sample Files,Developer Recommendation
get_query_var,MEDIUM,104,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/comment.php,Recommend configuring protection
compact,MEDIUM,104,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
get_site_option,MEDIUM,101,Requires manual analysis for specific impact,wp-signup.php,Recommend configuring protection
get_col,MEDIUM,100,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
is_object,MEDIUM,97,Requires manual analysis for specific impact,wp-activate.php; wp-includes/ms-blogs.php,Recommend configuring protection
switch,MEDIUM,96,Requires manual analysis for specific impact,wp-signup.php; wp-login.php,Recommend configuring protection
get_permalink,HIGH,92,URL generation - host header influences generated URLs,wp-includes/general-template.php; wp-includes/comment.php,Must configure trusted proxy and host validation
get,MEDIUM,91,Requires manual analysis for specific impact,wp-includes/http.php,Recommend configuring protection
get_post_type_object,MEDIUM,90,Requires manual analysis for specific impact,wp-includes/ms-blogs.php; wp-includes/general-template.php,Recommend configuring protection
get_bloginfo,MEDIUM,89,Authentication related - Host header affects authentication flow,wp-login.php,Recommend configuring protection
list,MEDIUM,87,Requires manual analysis for specific impact,wp-activate.php; wp-login.php,Recommend configuring protection
file_exists,MEDIUM,87,Requires manual analysis for specific impact,wp-load.php,Recommend configuring protection
trailingslashit,MEDIUM,87,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/general-template.php,Recommend configuring protection
get_theme_support,MEDIUM,86,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/post-template.php,Recommend configuring protection
is_numeric,MEDIUM,78,Requires manual analysis for specific impact,wp-includes/ms-blogs.php; wp-includes/general-template.php,Recommend configuring protection
parse_url,HIGH,77,URL generation - host header influences generated URLs,wp-includes/http.php; wp-login.php,Must configure trusted proxy and host validation
array_key_exists,MEDIUM,76,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
get_current_user_id,MEDIUM,75,Requires manual analysis for specific impact,wp-includes/admin-bar.php; wp-includes/comment.php,Recommend configuring protection
wp_send_json_error,MEDIUM,73,Response handling - Host header affects response content,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
get_error_code,MEDIUM,72,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
sanitize_url,HIGH,72,URL generation - host header influences generated URLs,wp-includes/general-template.php; wp-login.php,Must configure trusted proxy and host validation
ID,MEDIUM,72,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
set_translations,MEDIUM,72,Requires manual analysis for specific impact,wp-includes/script-loader.php; wp-includes/l10n.php,Recommend configuring protection
remove_query_arg,MEDIUM,70,Requires manual analysis for specific impact,wp-activate.php; wp-login.php,Recommend configuring protection
add_help_tab,MEDIUM,70,Requires manual analysis for specific impact,wp-admin/my-sites.php; wp-admin/edit-form-advanced.php,Recommend configuring protection
array_unique,MEDIUM,68,Requires manual analysis for specific impact,wp-includes/comment.php; wp-includes/http.php,Recommend configuring protection
wp_json_encode,MEDIUM,68,Response handling - Host header affects response content,wp-includes/media.php; wp-includes/general-template.php,Recommend configuring protection
get_userdata,MEDIUM,67,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-activate.php,Recommend configuring protection
get_instance,MEDIUM,67,Requires manual analysis for specific impact,wp-includes/ms-blogs.php; wp-includes/comment.php,Recommend configuring protection
number_format_i18n,MEDIUM,67,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
insert,MEDIUM,66,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/comment.php,Recommend configuring protection
get_the_author_meta,MEDIUM,66,Authentication related - Host header affects authentication flow,wp-includes/post-template.php; wp-includes/general-template.php,Recommend configuring protection
is_admin,HIGH,64,Authentication related - Host header affects authentication flow,wp-includes/media.php; wp-includes/general-template.php,Must configure trusted proxy and host validation
did_action,MEDIUM,63,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/ms-blogs.php,Recommend configuring protection
get_comment,MEDIUM,63,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
wp_mail,MEDIUM,63,Email/notifications - host header influences email content,wp-includes/class-wp-recovery-mode-email-service.php; wp-includes/pluggable.php,Recommend configuring protection
define,MEDIUM,62,Requires manual analysis for specific impact,wp-load.php; xmlrpc.php,Recommend configuring protection
register_routes,MEDIUM,62,URL generation/redirect - Host header affects generated URLs,wp-includes/rest-api.php,Recommend configuring protection
wp_enqueue_script,MEDIUM,61,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
exists,MEDIUM,61,Requires manual analysis for specific impact,wp-includes/comment.php; wp-login.php,Recommend configuring protection
wp_redirect,HIGH,60,Redirects - host header affects redirect destinations,wp-login.php,Must configure trusted proxy and host validation
get_current_screen,MEDIUM,60,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/admin-bar.php,Recommend configuring protection
add_setting,MEDIUM,59,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
varchar,MEDIUM,59,Requires manual analysis for specific impact,wp-admin/includes/schema.php; wp-admin/includes/upgrade.php,Recommend configuring protection
is_ssl,MEDIUM,58,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
s,MEDIUM,58,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
is_user_logged_in,MEDIUM,57,Requires manual analysis for specific impact,wp-signup.php; wp-login.php,Recommend configuring protection
untrailingslashit,MEDIUM,57,Requires manual analysis for specific impact,wp-signup.php; wp-includes/https-migration.php,Recommend configuring protection
set_url_scheme,MEDIUM,56,URL generation/redirect - Host header affects generated URLs,wp-includes/media.php; wp-login.php,Recommend configuring protection
die,MEDIUM,56,Requires manual analysis for specific impact,wp-signup.php; wp-activate.php,Recommend configuring protection
get_current_blog_id,MEDIUM,56,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
header,MEDIUM,55,Response headers - host header affects response headers,wp-load.php; xmlrpc.php,Recommend configuring protection
site_url,HIGH,55,URL generation - host header influences generated URLs,wp-login.php,Must configure trusted proxy and host validation
request,MEDIUM,55,Requires manual analysis for specific impact,wp-includes/http.php,Recommend configuring protection
array_values,MEDIUM,55,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/comment.php,Recommend configuring protection
get_user_by,MEDIUM,52,Requires manual analysis for specific impact,wp-includes/comment.php; wp-login.php,Recommend configuring protection
get_row,MEDIUM,52,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
get_post_meta,MEDIUM,52,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/general-template.php,Recommend configuring protection
is_dir,MEDIUM,52,Requires manual analysis for specific impact,wp-includes/ms-site.php; wp-includes/theme.php,Recommend configuring protection
wp_create_nonce,MEDIUM,51,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/general-template.php,Recommend configuring protection
delete,MEDIUM,51,Requires manual analysis for specific impact,wp-includes/update.php; wp-includes/comment.php,Recommend configuring protection
format,MEDIUM,51,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
get_error_data,MEDIUM,50,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
check_admin_referer,MEDIUM,49,Authentication related - Host header affects authentication flow,wp-includes/pluggable.php; wp-login.php,Recommend configuring protection
IN,MEDIUM,49,Requires manual analysis for specific impact,wp-includes/ms-blogs.php; wp-includes/comment.php,Recommend configuring protection
add_theme_support,MEDIUM,49,Requires manual analysis for specific impact,wp-includes/theme.php,Recommend configuring protection
the_author_meta,MEDIUM,49,Authentication related - Host header affects authentication flow,wp-includes/deprecated.php,Recommend configuring protection
wxr_cdata,MEDIUM,49,Requires manual analysis for specific impact,wp-admin/includes/export.php,Recommend configuring protection
wp_admin_notice,MEDIUM,48,Authentication related - Host header affects authentication flow,wp-includes/user.php; wp-login.php,Recommend configuring protection
network_admin_url,HIGH,48,URL generation - host header influences generated URLs,wp-includes/admin-bar.php; wp-signup.php,Must configure trusted proxy and host validation
md5,MEDIUM,48,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
add_control,MEDIUM,47,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
display,MEDIUM,47,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode-email-service.php; wp-includes/theme.php,Recommend configuring protection
update_user_meta,MEDIUM,47,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
restore_current_blog,MEDIUM,46,Requires manual analysis for specific impact,wp-signup.php; wp-activate.php,Recommend configuring protection
wp_basename,MEDIUM,46,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
get_terms,MEDIUM,46,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
esc_like,MEDIUM,46,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
minimum_args,MEDIUM,45,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_parse_url,HIGH,44,URL generation - host header influences generated URLs,wp-includes/https-migration.php; wp-login.php,Must configure trusted proxy and host validation
switch_to_blog,MEDIUM,44,Requires manual analysis for specific impact,wp-signup.php; wp-activate.php,Recommend configuring protection
wp_specialchars_decode,MEDIUM,44,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode-email-service.php; wp-includes/pluggable.php,Recommend configuring protection
wp_get_theme,MEDIUM,44,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode-email-service.php; wp-includes/theme.php,Recommend configuring protection
fwrite,MEDIUM,44,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/functions.php,Recommend configuring protection
wp_enqueue_style,MEDIUM,43,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-login.php,Recommend configuring protection
dirname,MEDIUM,43,Requires manual analysis for specific impact,wp-load.php; wp-login.php,Recommend configuring protection
wp_nonce_field,MEDIUM,43,Requires manual analysis for specific impact,wp-includes/comment-template.php; wp-includes/functions.php,Recommend configuring protection
gmdate,MEDIUM,43,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/comment.php,Recommend configuring protection
esc_html__,MEDIUM,43,Requires manual analysis for specific impact,wp-admin/my-sites.php; wp-includes/l10n.php,Recommend configuring protection
current_time,MEDIUM,42,Requires manual analysis for specific impact,wp-includes/ms-blogs.php; wp-includes/comment.php,Recommend configuring protection
ini_get,MEDIUM,42,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/functions.php,Recommend configuring protection
wp_cache_delete,MEDIUM,41,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
strtotime,MEDIUM,41,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
using_permalinks,MEDIUM,41,URL generation/redirect - Host header affects generated URLs,wp-includes/general-template.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
self_admin_url,HIGH,41,URL generation - host header influences generated URLs,wp-includes/admin-bar.php; wp-includes/class-wp-customize-manager.php,Must configure trusted proxy and host validation
changeset_post_id,MEDIUM,41,Requires manual analysis for specific impact,wp-includes/admin-bar.php,Recommend configuring protection
view,MEDIUM,41,Template rendering - host header influences template output,wp-content/plugins/akismet/class.akismet.php; wp-includes/pluggable.php,Recommend configuring protection
get_api_key,MEDIUM,41,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php,Recommend configuring protection
has_errors,MEDIUM,40,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
wp_slash,MEDIUM,40,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php; wp-includes/comment.php,Recommend configuring protection
set_attribute,MEDIUM,40,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/blocks/search.php,Recommend configuring protection
get_term,MEDIUM,40,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
localize,MEDIUM,40,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
esc_attr_e,MEDIUM,39,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
get_site,HIGH,39,Requires manual analysis for specific impact,wp-activate.php; wp-includes/ms-blogs.php,Must configure trusted proxy and host validation
wp_installing,MEDIUM,39,Requires manual analysis for specific impact,wp-includes/https-migration.php; wp-includes/class-wp-recovery-mode.php,Recommend configuring protection
mysql2date,MEDIUM,39,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/comment.php,Recommend configuring protection
urlencode,MEDIUM,39,URL generation/redirect - Host header affects generated URLs,wp-includes/general-template.php,Recommend configuring protection
get_taxonomy,MEDIUM,39,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
bigint,MEDIUM,39,Requires manual analysis for specific impact,wp-admin/includes/schema.php,Recommend configuring protection
user_trailingslashit,MEDIUM,38,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/general-template.php,Recommend configuring protection
update_post_meta,MEDIUM,38,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/taxonomy.php,Recommend configuring protection
submit_button,MEDIUM,38,Requires manual analysis for specific impact,wp-admin/my-sites.php; wp-admin/user-new.php,Recommend configuring protection
wp_get_current_user,MEDIUM,37,Requires manual analysis for specific impact,wp-signup.php; wp-login.php,Recommend configuring protection
get_theme_mod,MEDIUM,37,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/theme.php,Recommend configuring protection
get_setting,MEDIUM,37,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
sanitize_title,MEDIUM,37,Requires manual analysis for specific impact,wp-includes/theme.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
sanitize_text_field,MEDIUM,36,Requires manual analysis for specific impact,wp-signup.php; wp-login.php,Recommend configuring protection
get_blog_prefix,MEDIUM,36,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
reset,MEDIUM,36,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
init,MEDIUM,36,Requires manual analysis for specific impact,wp-includes/pluggable.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
old,MEDIUM,36,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php,Recommend configuring protection
get_locale,MEDIUM,35,Requires manual analysis for specific impact,wp-includes/update.php; wp-includes/class-wp-recovery-mode-email-service.php,Recommend configuring protection
wp_login_url,HIGH,35,URL generation - host header influences generated URLs,wp-login.php,Must configure trusted proxy and host validation
get_network,MEDIUM,35,Requires manual analysis for specific impact,wp-signup.php,Recommend configuring protection
wp_cache_get,MEDIUM,35,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
strip_tags,MEDIUM,35,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/comment.php,Recommend configuring protection
wp_get_attachment_metadata,MEDIUM,35,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
update_comment_history,MEDIUM,35,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php,Recommend configuring protection
wp_safe_redirect,HIGH,34,Redirects - host header affects redirect destinations,wp-login.php,Must configure trusted proxy and host validation
wp_cache_set,MEDIUM,34,Requires manual analysis for specific impact,wp-includes/ms-blogs.php,Recommend configuring protection
get_default_feed,MEDIUM,34,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/feed.php,Recommend configuring protection
add_data,MEDIUM,34,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-recovery-mode.php,Recommend configuring protection
get_queried_object,MEDIUM,33,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
date_i18n,MEDIUM,33,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/general-template.php,Recommend configuring protection
register_control_type,MEDIUM,33,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
ob_start,MEDIUM,32,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
error_log,MEDIUM,32,Requires manual analysis for specific impact,xmlrpc.php,Recommend configuring protection
wp_get_update_php_url,HIGH,32,URL generation - host header influences generated URLs,wp-includes/functions.php,Must configure trusted proxy and host validation
set_help_sidebar,MEDIUM,32,Requires manual analysis for specific impact,wp-admin/my-sites.php; wp-admin/edit-form-advanced.php,Recommend configuring protection
delete_option,MEDIUM,31,Requires manual analysis for specific impact,wp-includes/https-migration.php; wp-includes/ms-blogs.php,Recommend configuring protection
wp_get_attachment_url,HIGH,31,URL generation - host header influences generated URLs,wp-includes/media.php,Must configure trusted proxy and host validation
echo,MEDIUM,31,Requires manual analysis for specific impact,wp-includes/media.php; wp-admin/edit-form-advanced.php,Recommend configuring protection
wp_nav_menu,MEDIUM,31,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
generate_rewrite_rules,MEDIUM,31,Requires manual analysis for specific impact,wp-includes/class-wp-rewrite.php,Recommend configuring protection
headers_sent,MEDIUM,30,Response handling - Host header affects response content,wp-includes/rest-api.php; wp-includes/class-wp-recovery-mode.php,Recommend configuring protection
get_post_status,MEDIUM,30,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php; wp-includes/comment.php,Recommend configuring protection
pixels,MEDIUM,30,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
set_theme_mod,MEDIUM,30,Requires manual analysis for specific impact,wp-includes/theme.php,Recommend configuring protection
post_type_supports,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/comment.php,Recommend configuring protection
delete_post_meta,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
wp_list_pluck,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/comment.php,Recommend configuring protection
is_email,MEDIUM,29,Email/notification - Host header affects email content,wp-includes/class-wp-xmlrpc-server.php; wp-includes/rest-api.php,Recommend configuring protection
class_exists,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/admin-bar.php; wp-includes/general-template.php,Recommend configuring protection
basename,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/general-template.php,Recommend configuring protection
taxonomy_exists,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
pingback_error,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_trigger_error,MEDIUM,29,Requires manual analysis for specific impact,wp-includes/update.php,Recommend configuring protection
is_main_site,HIGH,28,Requires manual analysis for specific impact,wp-includes/user.php; wp-signup.php,Must configure trusted proxy and host validation
get_post_types,MEDIUM,28,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
sanitize_key,MEDIUM,28,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
get_site_transient,MEDIUM,28,Requires manual analysis for specific impact,wp-includes/update.php,Recommend configuring protection
json_decode,MEDIUM,28,Response handling - Host header affects response content,wp-includes/update.php,Recommend configuring protection
restore_previous_locale,MEDIUM,28,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode-email-service.php; wp-includes/pluggable.php,Recommend configuring protection
check_capabilities,MEDIUM,28,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
checked,MEDIUM,27,Requires manual analysis for specific impact,wp-signup.php; wp-login.php,Recommend configuring protection
get_home_url,HIGH,27,URL generation - host header influences generated URLs,wp-signup.php; wp-activate.php,Must configure trusted proxy and host validation
wp_remote_retrieve_body,MEDIUM,27,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/comment.php,Recommend configuring protection
remove_action,MEDIUM,27,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/admin-bar.php,Recommend configuring protection
wp_nonce_url,HIGH,27,URL generation - host header influences generated URLs,wp-includes/admin-bar.php; wp-includes/general-template.php,Must configure trusted proxy and host validation
round,MEDIUM,27,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
set_post_value,MEDIUM,27,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
wp_get_object_terms,MEDIUM,27,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/nav-menu-template.php,Recommend configuring protection
preg_index,MEDIUM,27,Requires manual analysis for specific impact,wp-includes/class-wp-rewrite.php,Recommend configuring protection
wp_update_php_annotation,MEDIUM,27,Requires manual analysis for specific impact,wp-admin/themes.php; wp-includes/functions.php,Recommend configuring protection
wp_remote_get,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/http.php,Recommend configuring protection
delete_comment_meta,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
get_posts,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
wp_next_scheduled,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/update.php; wp-includes/class-wp-recovery-mode.php,Recommend configuring protection
str_ends_with,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/rest-api.php; wp-includes/ms-settings.php,Recommend configuring protection
wp_get_wp_version,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/update.php,Recommend configuring protection
